ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Campaña__0,Campaña__1,Campaña__3,Campaña__4,Campaña__5,Cluster_PCA,Profesion,Zona
CLI9425,Femenino,No,28,Sí,<10annos,Bajo,3,Millennials,25531,2789,30,No,542,0,0,0,1,0,3,Funcionario,Noreste
CLI9426,Femenino,No,34,Sí,10-20annos,Bajo,2,Millennials,31774,732,30,No,553,0,0,0,1,0,0,Técnico,Noroeste
CLI9427,Femenino,No,22,No,<10annos,Bajo,4,Generacion Z,15215,1547,30,Sí,336,0,0,0,0,1,3,Funcionario,Sur
CLI9428,Femenino,Sí,41,Sí,10-20annos,Medio,2,Millennials,66556,1353,50,Sí,366,0,0,1,0,0,0,Servicios,Noroeste
CLI9429,Masculino,No,36,Sí,10-20annos,Bajo,2,Millennials,24991,709,30,Sí,130,1,0,0,0,0,0,Servicios,Sur
CLI943,Masculino,Sí,44,Sí,+20annos,Medio,4,Generacion X,126703,1422,200,Sí,117,1,0,0,0,0,1,Servicios,Sur
CLI9430,Femenino,No,57,No,+20annos,Bajo,1,Generacion X,118048,1326,120,No,436,0,0,1,0,0,2,Servicios,Centro
CLI9431,Masculino,No,29,Sí,<10annos,Bajo,3,Millennials,20943,2789,30,No,314,0,0,0,0,1,3,Técnico,Noroeste
CLI9432,Femenino,No,23,No,<10annos,Bajo,5,Generacion Z,19904,1581,30,No,310,0,0,0,0,1,3,Funcionario,Sur
CLI9433,Femenino,No,46,Sí,+20annos,Bajo,1,Generacion X,111988,1404,50,Sí,143,1,0,0,0,0,2,Técnico,Noreste
CLI9434,Femenino,Sí,39,Sí,10-20annos,Medio,4,Millennials,31344,1629,30,No,496,0,0,1,0,0,0,Construcción,Norte
CLI9435,Masculino,Sí,43,Sí,+20annos,Medio,4,Millennials,128820,1192,200,No,78,1,0,0,0,0,1,Servicios,Periferia
CLI9436,Femenino,Sí,45,Sí,+20annos,Medio,2,Generacion X,29052,2043,30,No,401,0,0,1,0,0,4,Técnico,Centro
CLI9437,Femenino,No,20,No,<10annos,Bajo,5,Generacion Z,23210,1616,30,No,176,1,0,0,0,0,3,Funcionario,Noroeste
CLI9438,Masculino,No,24,No,<10annos,Bajo,1,Generacion Z,21340,1961,30,No,152,1,0,0,0,0,3,Funcionario,Centro
CLI944,Masculino,Sí,56,Sí,+20annos,Medio,2,Generacion X,23636,1033,30,Sí,392,0,0,1,0,0,4,Servicios,Noroeste
CLI9440,Femenino,No,22,No,<10annos,Bajo,5,Generacion Z,16808,1788,30,No,240,1,0,0,0,0,3,Funcionario,Noroeste
CLI9443,Masculino,No,23,No,<10annos,Bajo,4,Generacion Z,16221,1823,30,Sí,217,1,0,0,0,0,3,Empresarial,Sur
CLI9444,Femenino,No,28,No,<10annos,Bajo,4,Millennials,25717,203,30,No,177,1,0,0,0,0,3,Funcionario,Periferia
CLI9445,Femenino,Sí,66,Sí,+20annos,Medio,2,Generacion X,126165,661,50,Sí,219,1,0,0,0,0,1,Servicios,Noroeste
CLI9446,Femenino,Sí,51,No,+20annos,Medio,5,Generacion X,24076,1737,30,No,371,0,0,1,0,0,4,Técnico,Norte
CLI9447,Masculino,Sí,75,No,+20annos,Alto,2,Generacion X,110827,935,120,No,183,1,0,0,0,0,1,Empresarial,Noreste
CLI9448,Masculino,No,23,No,<10annos,Bajo,4,Generacion Z,17913,2478,30,No,388,0,0,1,0,0,3,Funcionario,Noroeste
CLI9449,Masculino,No,30,Sí,<10annos,Bajo,3,Millennials,29413,1077,30,No,515,0,0,0,1,0,0,Técnico,Sur
CLI945,Masculino,Sí,97,Sí,+20annos,Bajo,1,Generacion Silenciosa,75893,1111,50,Sí,184,1,0,0,0,0,2,Servicios,Noroeste
CLI9450,Masculino,Sí,65,Sí,+20annos,Alto,4,Generacion X,84465,1541,80,Sí,313,0,0,0,0,1,1,Empresarial,Noroeste
CLI9451,Femenino,No,29,Sí,<10annos,Bajo,1,Millennials,27880,2375,30,Sí,395,0,0,1,0,0,0,Servicios,Noroeste
CLI9452,Masculino,Sí,29,Sí,<10annos,Medio,2,Millennials,25711,1995,30,No,591,0,0,0,1,0,0,Servicios,Centro
CLI9453,Femenino,Sí,35,No,10-20annos,Medio,2,Millennials,23731,11,30,No,347,0,0,0,0,1,0,Técnico,Sur
CLI9454,Masculino,No,36,No,10-20annos,Bajo,6,Millennials,22664,87,30,Sí,129,1,0,0,0,0,3,Funcionario,Norte
CLI9455,Masculino,No,31,Sí,<10annos,Bajo,3,Millennials,25774,1031,30,No,595,0,0,0,1,0,0,Funcionario,Centro
CLI9456,Femenino,No,33,Sí,10-20annos,Bajo,3,Millennials,22301,1146,30,No,320,0,0,0,0,1,0,Funcionario,Noroeste
CLI9457,Femenino,No,35,Sí,10-20annos,Bajo,1,Millennials,20671,663,30,No,104,1,0,0,0,0,0,Servicios,Sur
CLI9458,Femenino,No,45,No,+20annos,Bajo,3,Generacion X,128227,179,200,No,309,0,0,0,0,1,2,Técnico,Periferia
CLI9459,Masculino,Sí,46,Sí,+20annos,Bajo,2,Generacion X,73485,896,50,No,484,0,0,1,0,0,2,Servicios,Sur
CLI946,Masculino,Sí,90,Sí,+20annos,Alto,2,Generacion Silenciosa,34190,1209,30,Sí,123,1,0,0,0,0,1,Servicios,Noroeste
CLI9460,Femenino,Sí,50,Sí,+20annos,Medio,4,Generacion X,77525,158,80,Sí,103,1,0,0,0,0,1,Técnico,Levante
CLI9461,Femenino,No,43,Sí,+20annos,Bajo,2,Millennials,59857,709,50,No,420,0,0,1,0,0,2,Servicios,Levante
CLI9462,Femenino,No,32,No,10-20annos,Bajo,1,Millennials,20693,1192,30,Sí,291,1,0,0,0,0,0,Técnico,Centro
CLI9463,Masculino,Sí,51,Sí,+20annos,Medio,3,Generacion X,27876,896,30,Sí,215,1,0,0,0,0,4,Otros,Sur
CLI9465,Femenino,No,29,Sí,<10annos,Bajo,4,Millennials,19262,2237,30,Sí,340,0,0,0,0,1,3,Funcionario,Noreste
CLI9466,Femenino,Sí,45,Sí,+20annos,Bajo,1,Generacion X,121251,1859,50,Sí,165,1,0,0,0,0,2,Técnico,Norte
CLI9467,Femenino,Sí,42,Sí,+20annos,Bajo,3,Millennials,43624,1836,30,No,345,0,0,0,0,1,0,Empresarial,Noreste
CLI9468,Masculino,Sí,76,No,+20annos,Alto,4,Generacion X,34722,622,30,No,104,1,0,0,0,0,4,Empresarial,Noreste
CLI9469,Masculino,No,51,Sí,+20annos,Bajo,2,Generacion X,46094,974,50,No,69,1,0,0,0,0,2,Servicios,Noroeste
CLI947,Masculino,Sí,47,Sí,+20annos,Medio,3,Generacion X,119303,837,80,No,324,0,0,0,0,1,1,Servicios,Noroeste
CLI9470,Femenino,No,44,No,+20annos,Bajo,1,Generacion X,66120,686,30,No,364,0,0,0,0,1,2,Servicios,Noreste
CLI9471,Masculino,No,28,No,<10annos,Bajo,3,Millennials,22329,2202,30,No,86,1,0,0,0,0,3,Técnico,Centro
CLI9472,Masculino,Sí,65,No,+20annos,Medio,2,Generacion X,29671,583,30,No,301,0,0,0,0,1,2,Servicios,Norte
CLI9473,Masculino,No,29,No,<10annos,Bajo,4,Millennials,22011,1788,30,No,352,0,0,0,0,1,3,Técnico,Noroeste
CLI9474,Femenino,No,36,Sí,10-20annos,Bajo,4,Millennials,28244,939,30,No,583,0,0,0,1,0,0,Servicios,Noroeste
CLI9475,Masculino,Sí,62,Sí,+20annos,Alto,2,Generacion X,122441,1737,50,No,570,0,1,0,0,0,1,Empresarial,Noreste
CLI9476,Masculino,No,33,No,10-20annos,Bajo,5,Millennials,30731,1307,30,No,38,1,0,0,0,0,3,Funcionario,Noreste
CLI9477,Femenino,No,29,No,<10annos,Bajo,3,Millennials,28047,1547,30,No,243,1,0,0,0,0,3,Funcionario,Sur
CLI9478,Femenino,No,31,No,<10annos,Bajo,5,Millennials,19633,916,30,No,527,0,0,0,1,0,3,Técnico,Centro
CLI9479,Femenino,Sí,31,No,<10annos,Medio,6,Millennials,24284,1399,30,Sí,334,0,0,0,0,1,3,Técnico,Norte
CLI948,Femenino,No,32,No,10-20annos,Bajo,4,Millennials,20940,2043,30,No,51,1,0,0,0,0,3,Empresarial,Centro
CLI9480,Masculino,No,22,No,<10annos,Bajo,4,Generacion Z,14620,2409,30,Sí,206,1,0,0,0,0,3,Funcionario,Noroeste
CLI9481,Masculino,Sí,45,No,+20annos,Medio,3,Generacion X,110115,962,30,No,219,1,0,0,0,0,4,Empresarial,Levante
CLI9482,Masculino,Sí,41,Sí,10-20annos,Alto,3,Millennials,67562,1261,30,No,324,0,0,0,0,1,4,Servicios,Centro
CLI9483,Masculino,Sí,65,Sí,+20annos,Medio,3,Generacion X,60609,1033,80,No,239,1,0,0,0,0,1,Servicios,Centro
CLI9484,Femenino,Sí,47,Sí,+20annos,Medio,2,Generacion X,36295,7,50,No,461,0,0,1,0,0,2,Servicios,Noroeste
CLI9485,Masculino,No,22,No,<10annos,Bajo,3,Generacion Z,18613,2133,30,No,476,0,0,1,0,0,3,Funcionario,Centro
CLI9486,Femenino,No,33,Sí,10-20annos,Bajo,5,Millennials,27014,1307,30,Sí,166,1,0,0,0,0,3,Funcionario,Noreste
CLI9487,Masculino,Sí,73,No,+20annos,Medio,2,Generacion X,92532,935,120,Sí,345,0,0,0,0,1,1,Empresarial,Noroeste
CLI9488,Masculino,Sí,31,Sí,<10annos,Medio,3,Millennials,30030,1583,30,No,229,1,0,0,0,0,0,Servicios,Periferia
CLI9489,Masculino,Sí,54,Sí,+20annos,Medio,3,Generacion X,30415,564,30,No,140,1,0,0,0,0,4,Otros,Levante
CLI949,Femenino,No,42,Sí,+20annos,Bajo,1,Millennials,70389,939,50,No,525,0,0,0,1,0,2,Servicios,Noroeste
CLI9490,Femenino,Sí,67,Sí,+20annos,Medio,3,Generacion X,83569,1189,80,No,245,1,0,0,0,0,1,Servicios,Levante
CLI9491,Masculino,Sí,30,Sí,<10annos,Medio,2,Millennials,27050,1813,30,No,38,1,0,0,0,0,0,Servicios,Norte
CLI9492,Femenino,Sí,39,No,10-20annos,Bajo,1,Millennials,21808,709,30,No,188,1,0,0,0,0,0,Técnico,Periferia
CLI9493,Masculino,Sí,36,Sí,10-20annos,Medio,2,Millennials,27190,1261,30,Sí,258,1,0,0,0,0,0,Funcionario,Sur
CLI9494,Femenino,Sí,40,Sí,10-20annos,Medio,2,Millennials,44120,179,50,No,458,0,0,1,0,0,4,Servicios,Noroeste
CLI9495,Femenino,No,30,Sí,<10annos,Bajo,1,Millennials,20011,1836,30,No,303,0,0,0,0,1,0,Servicios,Sur
CLI9496,Femenino,No,32,No,10-20annos,Bajo,1,Millennials,20447,1583,30,Sí,362,0,0,0,0,1,0,Funcionario,Sur
CLI9497,Femenino,No,34,No,10-20annos,Bajo,5,Millennials,25742,1514,30,No,278,1,0,0,0,0,3,Técnico,Levante
CLI9498,Femenino,No,33,No,10-20annos,Bajo,4,Millennials,28681,1491,30,No,551,0,0,0,1,0,0,Funcionario,Noroeste
CLI9499,Femenino,Sí,47,Sí,+20annos,Medio,2,Generacion X,87323,117,50,No,558,0,0,0,1,0,1,Servicios,Noroeste
CLI95,Masculino,Sí,35,No,10-20annos,Bajo,2,Millennials,30236,2043,30,No,44,1,0,0,0,0,0,Otros,Periferia
CLI950,Masculino,Sí,41,Sí,10-20annos,Medio,3,Millennials,83728,1077,30,No,216,1,0,0,0,0,4,Servicios,Centro
CLI9500,Masculino,Sí,52,No,+20annos,Bajo,4,Generacion X,69056,7,30,No,599,0,0,0,1,0,4,Empresarial,Noroeste
CLI9501,Femenino,No,46,No,+20annos,Bajo,1,Generacion X,101870,1717,120,No,213,1,0,0,0,0,2,Técnico,Noroeste
CLI9502,Femenino,No,36,Sí,10-20annos,Bajo,5,Millennials,26834,847,30,No,215,1,0,0,0,0,0,Funcionario,Centro
CLI9503,Femenino,No,40,Sí,10-20annos,Bajo,4,Millennials,70448,1123,30,No,599,0,0,0,1,0,0,Servicios,Noreste
CLI9504,Femenino,No,33,Sí,10-20annos,Bajo,3,Millennials,31431,686,30,No,316,0,0,0,0,1,0,Técnico,Noreste
CLI9505,Masculino,Sí,66,Sí,+20annos,Bajo,1,Generacion X,51527,642,50,Sí,131,1,0,0,0,0,2,Servicios,Levante
CLI9506,Femenino,No,35,Sí,10-20annos,Bajo,3,Millennials,21117,133,30,No,203,1,0,0,0,0,0,Funcionario,Norte
CLI9507,Femenino,Sí,35,Sí,10-20annos,Medio,2,Millennials,27056,11,30,No,75,1,0,0,0,0,0,Servicios,Sur
CLI9508,Femenino,No,31,No,<10annos,Bajo,3,Millennials,28562,87,30,No,161,1,0,0,0,0,0,Funcionario,Norte
CLI9509,Masculino,Sí,51,Sí,+20annos,Alto,4,Generacion X,52531,7,30,No,167,1,0,0,0,0,4,Funcionario,Sur
CLI951,Masculino,No,35,Sí,10-20annos,Bajo,6,Millennials,25136,1997,30,No,435,0,0,1,0,0,3,Funcionario,Noreste
CLI9510,Femenino,Sí,42,Sí,+20annos,Bajo,1,Millennials,107189,1353,50,No,524,0,1,0,0,0,2,Servicios,Noreste
CLI9512,Masculino,Sí,33,Sí,10-20annos,Bajo,2,Millennials,24670,1951,30,Sí,182,1,0,0,0,0,0,Otros,Sur
CLI9513,Femenino,Sí,57,Sí,+20annos,Medio,3,Generacion X,88639,759,80,Sí,344,0,0,0,0,1,1,Servicios,Noroeste
CLI9514,Femenino,Sí,51,Sí,+20annos,Medio,4,Generacion X,104474,72,80,No,551,0,0,0,1,0,1,Técnico,Sur
CLI9515,Masculino,Sí,41,No,10-20annos,Medio,2,Millennials,27123,1721,30,No,347,0,0,0,0,1,0,Técnico,Norte
CLI9516,Femenino,No,28,Sí,<10annos,Bajo,3,Millennials,22661,1512,30,Sí,289,1,0,0,0,0,3,Técnico,Levante
CLI9517,Femenino,Sí,47,Sí,+20annos,Medio,4,Generacion X,43499,1463,30,Sí,275,1,0,0,0,0,4,Técnico,Noroeste
CLI9518,Masculino,No,35,No,10-20annos,Bajo,4,Millennials,27491,1353,30,No,92,1,0,0,0,0,0,Empresarial,Noreste
CLI9519,Femenino,Sí,55,Sí,+20annos,Alto,4,Generacion X,28481,759,30,No,334,0,0,0,0,1,4,Técnico,Sur
CLI952,Masculino,No,29,Sí,<10annos,Bajo,4,Millennials,19177,2133,30,No,53,1,0,0,0,0,3,Otros,Periferia
CLI9520,Masculino,Sí,47,No,+20annos,Medio,3,Generacion X,102941,603,30,No,480,0,0,1,0,0,1,Servicios,Noroeste
CLI9521,Masculino,Sí,41,Sí,10-20annos,Medio,2,Millennials,124426,709,50,No,283,1,0,0,0,0,2,Servicios,Noreste
CLI9522,Masculino,Sí,67,No,+20annos,Alto,4,Generacion X,57384,1443,30,No,484,0,0,1,0,0,4,Funcionario,Centro
CLI9523,Masculino,Sí,43,Sí,+20annos,Medio,2,Millennials,25244,1376,30,No,123,1,0,0,0,0,4,Servicios,Noroeste
CLI9524,Masculino,Sí,51,Sí,+20annos,Medio,5,Generacion X,69897,1678,30,Sí,241,1,0,0,0,0,4,Servicios,Noroeste
CLI9525,Masculino,Sí,41,No,10-20annos,Medio,4,Millennials,126398,732,200,Sí,207,1,0,0,0,0,1,Otros,Noreste
CLI9526,Femenino,Sí,40,No,10-20annos,Bajo,3,Millennials,62719,1997,30,Sí,338,0,0,0,0,1,0,Técnico,Periferia
CLI9527,Femenino,No,31,No,<10annos,Bajo,1,Millennials,18204,916,30,No,450,0,0,1,0,0,0,Servicios,Periferia
CLI9528,Masculino,Sí,95,Sí,+20annos,Bajo,1,Generacion Silenciosa,96324,1443,50,No,191,1,0,0,0,0,2,Servicios,Norte
CLI9529,Masculino,No,46,Sí,+20annos,Bajo,1,Generacion X,26794,876,30,Sí,169,1,0,0,0,0,2,Servicios,Noreste
CLI953,Masculino,Sí,43,Sí,+20annos,Medio,4,Millennials,75802,87,30,No,284,1,0,0,0,0,4,Otros,Noroeste
CLI9530,Masculino,Sí,90,Sí,+20annos,Bajo,1,Generacion Silenciosa,119312,1052,50,No,268,1,0,0,0,0,2,Empresarial,Noroeste
CLI9531,Femenino,No,20,No,<10annos,Bajo,8,Generacion Z,21044,1547,30,No,454,0,0,1,0,0,3,Funcionario,Centro
CLI9533,Femenino,No,40,Sí,10-20annos,Bajo,1,Millennials,83663,1215,50,No,110,1,0,0,0,0,0,Servicios,Noroeste
CLI9534,Femenino,No,29,No,<10annos,Bajo,6,Millennials,22572,2099,30,No,191,1,0,0,0,0,3,Técnico,Periferia
CLI9535,Masculino,Sí,54,Sí,+20annos,Medio,2,Generacion X,61983,837,50,No,117,1,0,0,0,0,2,Otros,Noroeste
CLI9537,Femenino,No,32,No,10-20annos,Bajo,6,Millennials,31095,1583,30,No,219,1,0,0,0,0,3,Servicios,Centro
CLI9538,Masculino,No,75,Sí,+20annos,Bajo,2,Generacion X,125374,583,50,No,210,1,0,0,0,0,2,Otros,Levante
CLI9539,Masculino,No,36,No,10-20annos,Bajo,3,Millennials,21465,1422,30,Sí,302,0,0,0,0,1,0,Funcionario,Noroeste
CLI954,Femenino,No,47,Sí,+20annos,Bajo,1,Generacion X,47700,1717,50,No,119,1,0,0,0,0,2,Servicios,Norte
CLI9540,Masculino,Sí,42,No,+20annos,Alto,5,Millennials,67651,1928,30,No,545,0,0,0,1,0,4,Empresarial,Noroeste
CLI9542,Masculino,Sí,31,Sí,<10annos,Bajo,2,Millennials,20016,778,30,No,214,1,0,0,0,0,0,Servicios,Periferia
CLI9543,Femenino,No,30,No,<10annos,Bajo,5,Millennials,22509,778,30,No,553,0,0,0,1,0,3,Funcionario,Noreste
CLI9544,Femenino,No,31,No,<10annos,Bajo,4,Millennials,21103,755,30,No,39,1,0,0,0,0,3,Técnico,Sur
CLI9546,Femenino,No,33,Sí,10-20annos,Bajo,1,Millennials,30174,2043,30,No,483,0,0,1,0,0,0,Servicios,Noreste
CLI9547,Masculino,Sí,44,Sí,+20annos,Medio,3,Generacion X,59695,1721,30,Sí,332,0,0,0,0,1,4,Servicios,Norte
CLI9548,Femenino,No,28,Sí,<10annos,Bajo,9,Millennials,22391,995,30,No,104,1,0,0,0,0,3,Servicios,Periferia
CLI9549,Femenino,No,33,Sí,10-20annos,Bajo,1,Millennials,26813,985,30,Sí,296,1,0,0,0,0,0,Servicios,Norte
CLI955,Masculino,Sí,56,Sí,+20annos,Medio,2,Generacion X,33623,857,30,Sí,344,0,0,0,0,1,4,Técnico,Periferia
CLI9550,Femenino,Sí,47,No,+20annos,Medio,2,Generacion X,53420,1248,30,No,552,0,0,0,1,0,4,Técnico,Noreste
CLI9551,Femenino,No,29,Sí,<10annos,Bajo,4,Millennials,29353,2271,30,Sí,175,1,0,0,0,0,3,Servicios,Periferia
CLI9552,Femenino,Sí,41,No,10-20annos,Medio,3,Millennials,107610,1353,30,Sí,333,0,0,0,0,1,4,Otros,Levante
CLI9553,Femenino,No,31,No,<10annos,Bajo,5,Millennials,27242,1629,30,No,450,0,0,1,0,0,3,Funcionario,Periferia
CLI9554,Femenino,Sí,34,No,10-20annos,Bajo,5,Millennials,31055,1813,30,No,356,0,0,0,0,1,3,Empresarial,Noreste
CLI9555,Masculino,Sí,51,Sí,+20annos,Bajo,3,Generacion X,78462,1189,80,Sí,249,1,0,0,0,0,2,Servicios,Noroeste
CLI9556,Femenino,Sí,52,Sí,+20annos,Medio,4,Generacion X,28148,583,30,No,593,0,0,0,1,0,4,Servicios,Levante
CLI9557,Masculino,No,31,No,<10annos,Bajo,4,Millennials,25410,893,30,Sí,375,0,0,1,0,0,3,Funcionario,Centro
CLI9558,Masculino,No,33,No,10-20annos,Bajo,1,Millennials,23954,847,30,No,31,1,0,0,0,0,0,Funcionario,Noreste
CLI956,Masculino,Sí,57,Sí,+20annos,Medio,2,Generacion X,61571,642,50,No,291,1,0,0,0,0,2,Servicios,Noroeste
CLI9560,Masculino,No,25,No,<10annos,Bajo,5,Generacion Z,29734,2892,30,No,182,1,0,0,0,0,3,Servicios,Noreste
CLI9561,Femenino,No,24,No,<10annos,Bajo,5,Generacion Z,22513,2823,30,No,264,1,0,0,0,0,3,Funcionario,Centro
CLI9562,Masculino,No,22,No,<10annos,Bajo,5,Generacion Z,20027,1857,30,No,558,0,0,0,1,0,3,Funcionario,Centro
CLI9563,Masculino,No,24,No,<10annos,Bajo,4,Generacion Z,12261,2099,30,No,194,1,0,0,0,0,3,Otros,Periferia
CLI9564,Femenino,No,21,No,<10annos,Bajo,4,Generacion Z,21339,1098,30,No,419,0,0,1,0,0,3,Funcionario,Periferia
CLI9565,Masculino,No,23,No,<10annos,Bajo,3,Generacion Z,21652,1547,30,Sí,261,1,0,0,0,0,3,Funcionario,Periferia
CLI9566,Femenino,No,21,No,<10annos,Bajo,4,Generacion Z,16083,1926,30,Sí,208,1,0,0,0,0,3,Funcionario,Centro
CLI9567,Masculino,No,43,Sí,+20annos,Bajo,2,Millennials,111955,1445,50,No,329,0,0,0,0,1,2,Servicios,Noroeste
CLI9568,Femenino,Sí,42,Sí,+20annos,Bajo,2,Millennials,107720,893,50,Sí,361,0,0,0,0,1,2,Servicios,Norte
CLI9569,Masculino,No,36,Sí,10-20annos,Bajo,1,Millennials,18107,1008,30,No,596,0,0,0,1,0,0,Funcionario,Norte
CLI957,Masculino,No,56,No,+20annos,Bajo,1,Generacion X,62002,642,30,Sí,370,0,0,1,0,0,2,Otros,Centro
CLI9570,Femenino,No,42,Sí,+20annos,Bajo,1,Millennials,95857,663,50,No,317,0,0,0,0,1,2,Construcción,Sur
CLI9571,Femenino,No,32,Sí,10-20annos,Bajo,3,Millennials,21000,1675,30,No,396,0,0,1,0,0,0,Funcionario,Norte
CLI9572,Femenino,Sí,39,No,10-20annos,Bajo,1,Millennials,23034,709,30,No,453,0,0,1,0,0,0,Otros,Sur
CLI9573,Masculino,Sí,35,Sí,10-20annos,Medio,2,Millennials,31748,1031,30,No,43,1,0,0,0,0,0,Servicios,Noreste
CLI9574,Masculino,Sí,65,Sí,+20annos,Bajo,1,Generacion X,106093,7,50,No,526,0,0,0,1,0,2,Servicios,Noreste
CLI9575,Femenino,No,35,Sí,10-20annos,Bajo,1,Millennials,18300,1813,30,Sí,142,1,0,0,0,0,0,Técnico,Sur
CLI9576,Femenino,No,32,Sí,10-20annos,Bajo,3,Millennials,26888,1813,30,Sí,320,0,0,0,0,1,0,Funcionario,Levante
CLI9577,Femenino,No,34,Sí,10-20annos,Bajo,4,Millennials,31083,1169,30,Sí,257,1,0,0,0,0,0,Otros,Noreste
CLI9578,Masculino,Sí,65,No,+20annos,Alto,4,Generacion X,43946,72,30,No,247,1,0,0,0,0,4,Empresarial,Periferia
CLI958,Masculino,No,22,No,<10annos,Bajo,4,Generacion Z,20697,2099,30,Sí,305,0,0,0,0,1,3,Funcionario,Levante
CLI9580,Masculino,Sí,58,Sí,+20annos,Bajo,2,Generacion X,104922,955,50,Sí,236,1,0,0,0,0,2,Empresarial,Noreste
CLI9581,Masculino,Sí,91,No,+20annos,Alto,2,Generacion Silenciosa,80595,974,120,No,97,1,0,0,0,0,1,Servicios,Norte
CLI9582,Masculino,No,36,No,10-20annos,Bajo,5,Millennials,30558,1146,30,Sí,153,1,0,0,0,0,0,Funcionario,Norte
CLI9583,Femenino,No,29,No,<10annos,Bajo,4,Millennials,20317,2133,30,No,116,1,0,0,0,0,3,Técnico,Centro
CLI9584,Femenino,Sí,43,Sí,+20annos,Alto,5,Millennials,93065,1169,30,No,397,0,0,1,0,0,4,Servicios,Centro
CLI9585,Femenino,No,30,No,<10annos,Bajo,5,Millennials,30830,1928,30,No,84,1,0,0,0,0,3,Funcionario,Noroeste
CLI9586,Femenino,Sí,46,Sí,+20annos,Medio,2,Generacion X,51595,915,50,No,198,1,0,0,0,0,2,Servicios,Noroeste
CLI9587,Masculino,Sí,51,Sí,+20annos,Medio,2,Generacion X,78539,1639,50,No,379,0,0,1,0,0,2,Servicios,Sur
CLI9588,Masculino,Sí,69,Sí,+20annos,Alto,2,Generacion X,60512,1365,50,No,573,0,1,0,0,0,1,Técnico,Sur
CLI9589,Masculino,No,35,Sí,10-20annos,Bajo,2,Millennials,27384,1606,30,No,437,0,0,1,0,0,0,Técnico,Noroeste
CLI959,Masculino,No,36,No,10-20annos,Bajo,5,Millennials,28482,1629,30,No,360,0,0,0,0,1,3,Funcionario,Noroeste
CLI9590,Femenino,No,42,Sí,+20annos,Bajo,3,Millennials,96268,1399,30,No,132,1,0,0,0,0,0,Técnico,Sur
CLI9591,Masculino,No,42,Sí,+20annos,Bajo,2,Millennials,112256,1238,50,No,156,1,0,0,0,0,2,Otros,Sur
CLI9592,Femenino,Sí,69,Sí,+20annos,Bajo,1,Generacion X,101472,1111,50,No,344,0,0,0,0,1,2,Técnico,Sur
CLI9593,Femenino,No,50,Sí,+20annos,Bajo,1,Generacion X,106065,818,50,No,336,0,0,0,0,1,2,Servicios,Centro
CLI9594,Femenino,No,36,Sí,10-20annos,Bajo,5,Millennials,28499,1744,30,No,562,0,1,0,0,0,3,Funcionario,Levante
CLI9595,Masculino,No,30,No,<10annos,Bajo,2,Millennials,20340,1123,30,Sí,284,1,0,0,0,0,0,Otros,Levante
CLI9596,Femenino,Sí,96,No,+20annos,Alto,2,Generacion Silenciosa,70373,915,30,No,305,0,0,0,0,1,1,Servicios,Noroeste
CLI9597,Femenino,No,28,No,<10annos,Bajo,1,Millennials,19591,303,30,No,266,1,0,0,0,0,0,Funcionario,Noreste
CLI9598,Masculino,Sí,67,Sí,+20annos,Medio,4,Generacion X,114956,1091,80,No,320,0,0,0,0,1,1,Servicios,Levante
CLI9599,Masculino,Sí,45,Sí,+20annos,Alto,4,Generacion X,92824,1238,30,No,206,1,0,0,0,0,4,Servicios,Noreste
CLI96,Masculino,Sí,61,No,+20annos,Bajo,1,Generacion X,47955,1424,30,No,291,1,0,0,0,0,2,Servicios,Noroeste
CLI960,Femenino,No,40,Sí,10-20annos,Bajo,1,Millennials,28652,916,30,No,246,1,0,0,0,0,0,Otros,Noreste
CLI9600,Masculino,Sí,95,Sí,+20annos,Alto,2,Generacion Silenciosa,124696,117,50,No,169,1,0,0,0,0,1,Servicios,Noroeste
CLI9603,Masculino,Sí,66,Sí,+20annos,Alto,3,Generacion X,126949,1502,80,No,493,0,1,0,0,0,1,Servicios,Noroeste
CLI9604,Masculino,Sí,72,Sí,+20annos,Medio,3,Generacion X,125055,1326,80,No,314,0,0,0,0,1,1,Servicios,Sur
CLI9605,Femenino,No,35,No,10-20annos,Bajo,1,Millennials,27366,1882,30,Sí,325,0,0,0,0,1,0,Funcionario,Levante
CLI9606,Femenino,Sí,45,Sí,+20annos,Bajo,1,Generacion X,41314,686,50,Sí,187,1,0,0,0,0,2,Servicios,Noreste
CLI9607,Femenino,Sí,62,Sí,+20annos,Medio,3,Generacion X,111694,1033,80,No,430,0,0,1,0,0,1,Servicios,Noroeste
CLI9608,Femenino,Sí,81,No,+20annos,Alto,2,Generacion Silenciosa,31889,117,30,Sí,116,1,0,0,0,0,1,Servicios,Noreste
CLI9609,Masculino,Sí,43,Sí,+20annos,Medio,2,Millennials,111546,179,50,No,516,0,0,0,1,0,2,Servicios,Sur
CLI961,Femenino,Sí,43,No,+20annos,Medio,6,Millennials,35443,2043,30,No,545,0,0,0,1,0,4,Técnico,Centro
CLI9610,Femenino,No,46,No,+20annos,Bajo,2,Generacion X,27540,1678,30,No,207,1,0,0,0,0,0,Servicios,Noroeste
CLI9611,Masculino,Sí,75,Sí,+20annos,Alto,2,Generacion X,24406,7,30,No,182,1,0,0,0,0,1,Servicios,Noreste
